x,velocity_x,velocity_y,pressure
0.05,0.0047975,0,0.289749819529
0.15,0.00479888407347,9.03844414782e-06,0.289575195853
0.25,0.00480282128379,1.95517901311e-05,0.28939684985
0.35,0.00480914383395,3.11339798128e-05,0.28921554011
0.45,0.00481775765479,4.35354838259e-05,0.289031553099
0.55,0.00482861964762,5.65555161624e-05,0.288845108271
0.65,0.00484172469548,7.0061014774e-05,0.288656293623
0.75,0.0048570954298,8.39723234738e-05,0.288465107577
0.85,0.00487477549271,9.82565971418e-05,0.288271473061
0.95,0.00489482547379,0.000112919709148,0.288075253288
1.05,0.00491732072715,0.000127999515868,0.287876263291
1.15,0.00494235079456,0.000143560108607,0.287674278567
1.25,0.00497001959779,0.000159687245433,0.287469040851
1.35,0.00500044646443,0.000176484848704,0.287260261281
1.45,0.00503376726389,0.000194072446402,0.287047621638
1.55,0.00507013602399,0.000212583399482,0.286830773572
1.65,0.0051097263486,0.000232163766545,0.286609336654
1.75,0.00515273322324,0.000252971671535,0.286382894974
1.85,0.00519937448584,0.000275177058884,0.286150992959
1.95,0.00524989270777,0.00029896173837,0.285913130021
2.05,0.00530455666673,0.000324519636503,0.285668754588
2.15,0.0053636632889,0.000352057182672,0.285417257065
2.25,0.0054275391191,0.000381793765523,0.285157962157
2.35,0.00549654232113,0.000413962199529,0.284890120081
2.45,0.00557106412852,0.000448809142404,0.28461289702
2.55,0.00565153087247,0.000486595402677,0.284325364339
2.65,0.0057384053572,0.00052759607205,0.284026486845
2.75,0.00583218883702,0.000572100410897,0.283715109608
2.85,0.00593342220432,0.000620411405981,0.283389943583
2.95,0.00604268777369,0.00067284490885,0.283049549554
3.05,0.00616061009887,0.000729728249847,0.282692320579
3.15,0.00628785734173,0.000791398208101,0.282316462501
3.25,0.00642514144487,0.000858198200513,0.28191997264
3.35,0.00657321876366,0.000930474534634,0.281500616302
3.45,0.00673288921012,0.00100857154984,0.281055901147
3.55,0.00690499570365,0.00109282545056,0.280583049194
3.65,0.00709042176607,0.00118355661319,0.280078966433
3.75,0.00729008919774,0.00128106012704,0.279540210028
3.85,0.00750495343984,0.00138559430893,0.278962953055
3.95,0.00773599870406,0.00149736691308,0.278342947061
4.05,0.00798423022231,0.00161651874375,0.277675482455
4.15,0.00825066584438,0.00174310437077,0.276955347431
4.25,0.00853632405927,0.00187706964979,0.276176785654
4.35,0.00884221081379,0.00201822576512,0.275333454042
4.45,0.00916930189304,0.00216621954798,0.274418381293
4.55,0.0095185233723,0.00232049988552,0.273423929451
4.65,0.00989072653974,0.00248028013639,0.272341759885
4.75,0.0102866599056,0.00264449662289,0.27116280747
4.85,0.0107069342432,0.00281176349919,0.269877265596
4.95,0.0111519833241,0.0029803246322,0.268474588106
5.05,0.0116220157151,0.00314800361805,0.266943512955
5.15,0.0121169602917,0.00331215375048,0.265272117258
5.25,0.0126364001996,0.0034696107373,0.263447912514
5.35,0.0131794980696,0.00361665225575,0.261457994631
5.45,0.0137449069848,0.00374897017791,0.259289264568
5.55,0.014330671161,0.003861663328,0.256928737084
5.65,0.0149341121991,0.00394926056236,0.2543639546
5.75,0.0155517082119,0.00400578696231,0.251583554294
5.85,0.0161789651673,0.00402488523695,0.24857793385
5.95,0.0168102940921,0.00400000997912,0.245340157309
6.05,0.0174388984597,0.00392470766958,0.241866948184
6.15,0.0180566980353,0.00379300199906,0.238160026859
6.25,0.0186543111264,0.00359989887607,0.234227360605
6.35,0.0192211597448,0.00334198206938,0.230084339107
6.45,0.0197457390911,0.00301812420923,0.225755804077
6.55,0.0202161289487,0.0026300317635,0.22127370423
6.65,0.0206207253586,0.0021827985293,0.216681274638
6.75,0.0209490973828,0.00168476951822,0.212024537491
6.85,0.0211928105918,0.00114737144671,0.207357778806
6.95,0.021346008705,0.000584113396167,0.202732378388
7.05,0.0214056779595,9.86156237117e-06,0.198201479634
7.15,0.0213716611789,-0.000560296108676,0.193810180008
7.25,0.021246503767,-0.00111169704277,0.18959973417
7.35,0.0210352482801,-0.00163103707915,0.185599420907
7.45,0.0207451025662,-0.00210687593165,0.181832184735
7.55,0.0203849920933,-0.00253040625999,0.178307997898
7.65,0.0199649235826,-0.00289563924764,0.175031080339
7.75,0.019495332458,-0.00319960571819,0.171996007308
7.85,0.0189864654524,-0.00344200632223,0.169193387576
7.95,0.0184479361452,-0.00362481968554,0.166609556549
8.05,0.0178884505496,-0.00375172071794,0.16422906304
8.15,0.0173156966197,-0.00382754801476,0.162035871638
8.25,0.0167363281216,-0.00385782231177,0.160014189275
8.35,0.0161560279771,-0.00384835856514,0.158149142962
8.45,0.0155795803241,-0.00380497066443,0.156427035827
8.55,0.0150109748645,-0.00373325709262,0.154835472915
8.65,0.0144534856418,-0.00363845612245,0.153363309132
8.75,0.013909771411,-0.00352535550572,0.152000567902
8.85,0.0133819388217,-0.00339824540008,0.15073830407
8.95,0.0128716295052,-0.00326090341454,0.149568472917
9.05,0.0123800650076,-0.00311660297813,0.14848379865
9.15,0.0119081216957,-0.00296813769036,0.147477666506
9.25,0.0114563597344,-0.0028178558671,0.146544022871
9.35,0.0110250891864,-0.00266770086536,0.14567730182
9.45,0.0106143858799,-0.00251925391084,0.144872358106
9.55,0.0102241516123,-0.00237377707783,0.144124422087
9.65,0.00985411885904,-0.0022322548123,0.143429056749
9.75,0.00950390703937,-0.00209543294145,0.142782131124
9.85,0.00917301720466,-0.00196385455023,0.142179792192
9.95,0.00886088571507,-0.00183789240349,0.141618448659
10.05,0.00856686963587,-0.00171777783305,0.141094751112
10.15,0.0082902989343,-0.00160362614744,0.14060558079
10.25,0.00803045317883,-0.00149545874565,0.140148034035
10.35,0.00778661331109,-0.00139322215912,0.139719413037
10.45,0.00755803020861,-0.00129680430538,0.139317212552
10.55,0.00734397707534,-0.00120604822435,0.138939111167
10.65,0.00714371039121,-0.00112076359671,0.138582959434
10.75,0.00695652393408,-0.00104073630118,0.138246771087
10.85,0.00678170256729,-0.000965736284493,0.137928712371
10.95,0.00661857884426,-0.00089552396028,0.137627093087
11.05,0.00646647998071,-0.00082985536964,0.137340357161
11.15,0.00632478791135,-0.000768486271492,0.13706707357
11.25,0.00619287967122,-0.000711175352733,0.136805928289
11.35,0.00607019168712,-0.000657686680399,0.136555715176
11.45,0.00595615366633,-0.000607791547926,0.136315329423
11.55,0.0058502578259,-0.000561269797902,0.136083758465
11.65,0.00575198626705,-0.000517910742612,0.13586007701
11.75,0.00566088577995,-0.000477513732161,0.135643437998
11.85,0.00557648857326,-0.000439888467934,0.135433069232
11.95,0.00549839324426,-0.000404855085303,0.135228264368
12.05,0.0054261786367,-0.000372244086237,0.135028381142
12.15,0.00535949153604,-0.000341896125569,0.134832832327
12.25,0.00529795334452,-0.000313661719779,0.134641085522
12.35,0.00524125504771,-0.000287400866422,0.134452654002
12.45,0.00518905632135,-0.000262982635448,0.134267098012
12.55,0.00514108831661,-0.000240284708385,0.134084015422
12.65,0.0050970447466,-0.000219192922246,0.133903044464
12.75,0.00505669305113,-0.000199600784476,0.133723854095
12.85,0.00501975694962,-0.000181409013901,0.133546148123
12.95,0.00498603657044,-0.000164525066097,0.133369655185
13.05,0.0049552818987,-0.000148862698105,0.133194134197
13.15,0.00492732248834,-0.000134341524246,0.133019363863
13.25,0.00490193117684,-0.000120886619303,0.132845149406
13.35,0.00487896403879,-0.000108428114958,0.132671311516
13.45,0.00485821368296,-9.69008481747e-05,0.132497694323
13.55,0.0048395601536,-8.62440019943e-05,0.132324153713
13.65,0.00482281306717,-7.64008007316e-05,0.132150566504
13.75,0.00480787422124,-6.73181948233e-05,0.131976818064
13.85,0.00479456776773,-5.89466012901e-05,0.131802812673
13.95,0.00478281534867,-5.12396299046e-05,0.131628460364
14.05,0.00477245343909,-4.41538655919e-05,0.131453688473
14.15,0.00476342189363,-3.76486318699e-05,0.131278427633
14.25,0.00475556752459,-3.16858109685e-05,0.131102624515
14.35,0.00474884701387,-2.62296399229e-05,0.130926226907
14.45,0.00474311571931,-2.12465638967e-05,0.130749197663
14.55,0.00473834598237,-1.67050602073e-05,0.130571498801
14.65,0.00473440007835,-1.25755204189e-05,0.130393106685
14.75,0.00473126503218,-8.83009776988e-06,0.130213995071
14.85,0.0047288085449,-5.44261390629e-06,0.130034151553
14.95,0.00472703151761,-2.38842553837e-06,0.129853559496
15.05,0.00472580569732,3.55647887374e-07,0.129672215786
15.15,0.00472514520359,2.81144203709e-06,0.129490111572
15.25,0.0047249245404,4.99950230232e-06,0.129307251375
15.35,0.00472517052142,6.93918942157e-06,0.129123632562
15.45,0.00472575919117,8.64871911447e-06,0.128939265879
15.55,0.00472672965344,1.01452582876e-05,0.128754153566
15.65,0.00472795833375,1.14449519595e-05,0.128568311386
15.75,0.00472949633203,1.25630124379e-05,0.1283817453
15.85,0.0047312193386,1.35137353739e-05,0.128194475062
15.95,0.00473319025752,1.43105839154e-05,0.128006509365
16.05,0.00473528295964,1.49661953453e-05,0.127817871083
16.15,0.00473757205708,1.54924618828e-05,0.12762857079
16.25,0.00473992853867,1.59005290211e-05,0.127438633752
16.35,0.00474243872025,1.6200874366e-05,0.127248071697
16.45,0.00474496965898,1.64032985009e-05,0.127056911669
16.55,0.00474761945885,1.6517003015e-05,0.126865165933
16.65,0.00475025020062,1.65505744758e-05,0.126672862805
16.75,0.00475297194794,1.65120626137e-05,0.12648001456
16.85,0.00475564075806,1.64089577742e-05,0.126286650375
16.95,0.00475837891222,1.62482700754e-05,0.126092782094
17.05,0.00476103538777,1.6036500543e-05,0.125898439419
17.15,0.00476374502791,1.57797219428e-05,0.125703633394
17.25,0.00476634865783,1.54835436622e-05,0.125508393992
17.35,0.00476899411444,1.51531948371e-05,0.125312731141
17.45,0.0047715129761,1.47934829274e-05,0.125116674891
17.55,0.00477406659387,1.44088797024e-05,0.124920233801
17.65,0.00477647617586,1.40034733626e-05,0.124723437861
17.75,0.00477891719837,1.35810579148e-05,0.124526294048
17.85,0.00478119934041,1.31450786133e-05,0.124328832201
17.95,0.00478351290777,1.26987252416e-05,0.124131057546
18.05,0.00478565484941,1.22448705784e-05,0.123932999728
18.15,0.00478783110091,1.17861681025e-05,0.123734662079
18.25,0.00478982463111,1.13249831349e-05,0.123536074043
18.35,0.00479185790516,1.08634954942e-05,0.123337236944
18.45,0.00479369860547,1.04036229129e-05,0.123138180056
18.55,0.00479558672981,9.94712919767e-06,0.122938902598
18.65,0.00479727330393,9.49553946822e-06,0.122739433727
18.75,0.004799016969,9.05025440799e-06,0.122539770487
18.85,0.0048005506521,8.61245682836e-06,0.122339941997
18.95,0.00480215286111,8.18323263503e-06,0.122139943058
19.05,0.0048035369023,7.763468173e-06,0.121939802856
19.15,0.00480500249155,7.35397857875e-06,0.121739513893
19.25,0.00480624170334,6.9553953132e-06,0.121539105542
19.35,0.00480757692675,6.56830262192e-06,0.121338567958
19.45,0.00480867729541,6.19311461005e-06,0.121137930834
19.55,0.00480988946736,5.83022058993e-06,0.120937181932
19.65,0.00481085781854,5.47985099488e-06,0.120736351417
19.75,0.00481195500951,5.14223245757e-06,0.120535424606
19.85,0.00481279872363,4.81744179645e-06,0.120334432301
19.95,0.00481378950334,4.5055717355e-06,0.120133357322
20.05,0.00481451627561,4.206572129e-06,0.119932231282
20.15,0.00481540949863,3.92042730844e-06,0.119731034446
20.25,0.00481602713886,3.64698363593e-06,0.119529799421
20.35,0.00481683176809,3.38613954273e-06,0.119328503857
20.45,0.00481734803573,3.13765841813e-06,0.119127181545
20.55,0.00481807299938,2.9013724935e-06,0.118925807446
20.65,0.00481849546955,2.67697998133e-06,0.118724416737
